城市,面积,房龄,楼层,总楼层,距离CBD距离,距离地铁距离,周边学校数量,周边医院数量,人均GDP,人口密度,房屋类型,装修情况,单价,总价
汕尾,98.0,11.1,13,21,26.45,0.17,6,2,77851,1167,住宅,精装,6485,635360
潮州,112.7,1.0,10,34,11.2,0.92,2,2,69861,1055,住宅,毛坯,7592,855500
茂名,135.5,3.2,21,34,0.55,6.27,2,3,59269,1242,住宅,毛坯,7414,1004817
茂名,64.1,1.1,15,33,11.68,0.15,5,1,66623,864,住宅,精装,7694,493239
惠州,116.6,13.5,11,31,19.58,0.88,4,0,95609,743,住宅,精装,11639,1357308
云浮,44.0,10.1,13,14,4.56,0.02,4,1,30000,203,住宅,精装,4190,184376
湛江,73.6,4.1,18,32,8.58,2.76,1,3,69936,571,住宅,简装,8032,591564
中山,51.0,19.4,18,28,8.06,4.15,2,3,122567,1433,住宅,精装,15580,794779
汕头,121.2,2.1,18,28,7.22,6.24,3,2,93391,496,住宅,豪装,12231,1482983
深圳,60.6,16.4,14,22,0.7,1.26,5,5,53577,946,住宅,精装,68916,4174973
河源,79.7,3.9,18,30,4.0,1.72,4,2,42027,803,住宅,毛坯,5387,429420
汕尾,121.9,5.9,9,34,4.97,2.04,4,1,67907,1052,住宅,简装,10666,1300609
梅州,47.8,9.9,18,18,8.72,1.01,2,1,64659,1252,住宅,豪装,7015,335221
湛江,103.7,7.3,29,34,33.83,2.82,4,2,98658,680,住宅,精装,3000,311050
深圳,81.3,17.0,27,29,5.81,1.59,1,8,65033,676,住宅,豪装,58570,4762108
汕尾,127.3,3.2,29,33,32.97,3.83,1,1,92837,1014,住宅,精装,3274,416921
河源,40.5,2.2,13,30,8.0,2.6,2,2,114608,914,住宅,简装,7217,292068
东莞,81.1,7.0,8,21,31.3,2.04,1,2,70916,1066,住宅,精装,11888,963769
江门,128.7,0.2,19,27,22.47,1.96,7,2,76468,568,住宅,豪装,13286,1709656
东莞,101.1,3.1,29,33,4.02,1.18,4,1,60360,1161,住宅,精装,29523,2984962
肇庆,103.9,1.0,24,29,15.09,0.11,1,2,78568,1028,住宅,精装,9566,993631
深圳,74.8,13.8,1,25,3.86,0.15,4,0,105767,179,住宅,简装,46480,3475131
汕尾,112.4,26.0,12,19,11.7,3.36,4,2,110539,1422,住宅,精装,5450,612948
珠海,127.8,2.5,22,24,0.46,0.74,3,1,42004,145,公寓,精装,22249,2842914
清远,109.0,8.7,23,28,0.03,1.9,1,3,92292,1150,住宅,毛坯,9262,1009781
韶关,111.2,1.4,14,22,25.12,0.49,4,2,74097,928,公寓,精装,5535,615566
潮州,40.0,14.5,7,20,0.76,1.02,0,2,92618,1130,住宅,简装,7180,287229
湛江,59.7,12.4,20,29,5.77,1.35,2,3,56035,827,住宅,毛坯,5908,352576
茂名,86.3,2.4,17,32,36.64,0.73,5,2,103597,1032,住宅,毛坯,3591,309857
江门,65.2,3.8,26,34,1.38,1.23,5,0,49435,601,住宅,简装,14619,952979
深圳,166.8,12.9,8,33,7.63,0.28,1,1,48977,824,住宅,毛坯,53623,8941967
阳江,92.7,8.8,7,13,2.34,2.01,4,2,59226,1106,公寓,毛坯,7331,679298
佛山,69.0,6.2,10,12,17.52,0.0,1,4,73147,1123,住宅,简装,14627,1008796
汕头,93.8,1.9,9,31,16.47,3.13,2,1,66306,609,住宅,精装,8786,824572
揭阳,82.1,5.6,3,6,4.78,3.48,3,1,70975,580,公寓,简装,6203,509588
汕头,94.4,12.7,3,8,50.86,3.71,2,4,69972,1146,住宅,精装,3000,283140
中山,82.0,4.7,20,25,4.47,2.24,3,1,31504,923,公寓,简装,11949,979768
汕头,117.1,0.5,1,20,29.46,2.46,2,1,119603,827,住宅,简装,5434,636570
东莞,40.0,15.9,24,26,32.09,2.18,1,0,90124,1063,公寓,精装,7650,306007
梅州,92.5,3.4,14,31,4.66,1.94,5,3,74731,100,住宅,简装,5258,486603
东莞,112.8,30.0,4,5,69.71,0.62,4,0,76862,1036,公寓,精装,3000,338460
茂名,64.7,8.8,16,26,15.9,2.7,2,1,91098,535,公寓,精装,5132,332074
广州,117.1,0.3,18,25,5.2,0.52,3,5,52518,895,公寓,简装,50995,5973540
中山,61.7,13.1,11,13,9.12,1.12,1,1,57062,974,别墅,精装,22683,1398473
中山,40.0,30.0,25,30,12.09,1.7,4,2,82579,1120,住宅,精装,10740,429819
河源,60.9,9.3,26,27,0.33,0.32,3,2,84097,275,住宅,简装,6929,422008
阳江,149.7,11.7,7,17,38.73,5.58,0,0,62838,1356,住宅,简装,3000,448970
梅州,123.0,1.5,11,29,17.09,0.9,2,1,112782,521,住宅,精装,6730,828197
汕头,92.8,13.7,21,31,19.36,0.57,2,2,36877,890,住宅,精装,6266,581284
珠海,111.8,3.1,7,28,8.14,0.68,2,1,112158,1302,住宅,简装,37000,4135880
揭阳,130.8,30.0,13,19,18.03,1.54,2,4,78281,832,住宅,简装,3431,448804
梅州,97.6,17.1,6,32,15.72,1.3,2,5,121102,718,公寓,简装,4886,476837
湛江,94.2,15.6,22,32,13.66,1.42,2,2,107412,507,住宅,简装,6062,570944
惠州,62.8,6.5,1,10,42.44,1.43,1,1,58752,773,住宅,豪装,3086,193913
广州,114.9,19.7,1,31,1.01,1.36,3,1,80100,479,住宅,豪装,35599,4091512
韶关,123.1,30.0,8,22,2.34,2.84,1,1,71501,722,住宅,精装,5941,731438
阳江,99.1,5.7,22,30,18.21,0.85,2,2,113177,1342,住宅,简装,8244,817265
阳江,75.7,16.4,2,17,26.56,1.03,4,2,97583,1256,住宅,精装,4302,325843
潮州,172.6,0.0,28,33,34.39,0.04,2,2,60053,931,公寓,精装,3000,517949
惠州,110.6,20.5,9,27,4.54,3.55,2,3,104443,920,住宅,精装,13145,1454254
深圳,98.6,19.2,12,20,19.03,4.91,4,4,75998,398,公寓,简装,28030,2763771
河源,95.7,8.6,15,23,2.38,2.67,5,1,98748,416,住宅,精装,7832,749486
深圳,112.1,0.1,23,24,11.97,10.38,2,2,92300,1411,住宅,精装,37608,4217623
汕头,111.9,7.7,22,22,34.63,0.98,2,1,99194,848,公寓,简装,3246,363290
东莞,92.9,9.0,6,30,31.13,2.19,4,0,93890,788,住宅,豪装,9879,918048
珠海,129.7,6.1,24,25,14.33,6.83,2,3,64998,1064,住宅,精装,19907,2581858
汕尾,123.4,12.8,10,17,10.82,6.48,9,1,78767,656,住宅,简装,4999,616733
江门,92.5,1.4,19,25,26.45,0.75,2,0,84009,1099,住宅,简装,9436,873092
湛江,74.1,4.4,20,27,39.48,0.15,3,2,47575,730,公寓,精装,3000,222391
阳江,65.9,10.7,9,9,58.71,0.3,4,0,70514,525,住宅,简装,3000,197644
惠州,127.2,0.9,9,9,18.78,0.55,2,1,68449,301,别墅,精装,16698,2123350
揭阳,87.0,26.3,1,34,26.76,1.39,4,2,99591,1295,公寓,简装,3000,261071
深圳,94.8,3.3,20,29,3.02,1.0,3,1,63665,1342,公寓,精装,60553,5738700
阳江,102.9,5.4,28,28,12.7,0.64,5,2,97586,755,别墅,豪装,14279,1469433
河源,118.8,17.3,5,14,7.64,3.61,4,1,76150,787,住宅,简装,5604,665977
揭阳,128.2,10.6,15,17,0.33,4.83,2,0,69389,808,住宅,毛坯,5141,658902
惠州,118.1,0.9,14,25,23.01,1.05,2,5,70828,1190,住宅,简装,13128,1550213
珠海,100.2,10.8,6,31,26.4,1.17,3,3,80083,1298,住宅,精装,20756,2079948
东莞,77.6,0.5,20,21,14.34,2.51,2,1,75461,852,住宅,毛坯,18289,1418913
梅州,125.3,9.0,16,31,10.91,0.9,2,1,109734,547,住宅,精装,7694,964381
云浮,66.9,1.5,11,20,9.38,0.17,3,1,70913,1040,住宅,豪装,8487,567992
阳江,107.1,0.2,16,33,14.77,2.6,2,0,81296,667,公寓,简装,5284,566139
清远,127.6,4.3,23,25,13.2,0.28,3,2,64024,687,住宅,精装,8744,1116178
佛山,97.3,5.5,15,16,34.86,8.85,8,1,75239,156,住宅,简装,3000,291948
揭阳,145.0,11.8,11,29,2.37,0.44,1,1,102898,1151,住宅,精装,9016,1307320
韶关,111.9,3.0,13,13,3.03,0.27,0,3,93364,797,公寓,豪装,10729,1200232
潮州,70.4,10.2,7,32,21.02,0.15,2,2,44602,965,住宅,简装,4539,319736
佛山,89.1,0.1,24,26,45.79,0.34,8,2,49356,957,住宅,简装,3000,267289
珠海,54.2,0.5,15,21,22.16,1.91,2,6,113010,757,公寓,精装,22786,1235535
广州,123.3,1.5,7,9,26.14,0.68,3,0,88569,717,住宅,精装,29947,3693550
韶关,139.9,0.6,4,26,5.87,3.79,2,4,88246,843,住宅,毛坯,7787,1089350
阳江,121.3,25.7,10,19,32.02,4.5,1,2,72667,997,公寓,精装,3000,363900
深圳,46.6,5.0,17,32,2.24,1.18,3,1,120259,804,住宅,简装,87181,4063939
珠海,103.8,3.4,8,11,4.17,0.8,1,2,78884,428,住宅,精装,31156,3232655
东莞,72.5,10.5,26,29,34.06,8.3,5,1,51819,635,住宅,豪装,6190,448833
梅州,53.2,7.8,12,13,1.08,1.93,0,1,67165,702,公寓,精装,4673,248657
中山,100.5,0.1,1,8,35.43,2.06,2,1,90086,690,住宅,简装,5298,532745
阳江,101.7,4.9,19,34,9.12,4.42,4,3,70963,1147,住宅,简装,7403,753113
梅州,115.6,1.6,9,18,11.59,0.82,7,3,61441,794,住宅,豪装,7537,871573
清远,87.0,0.8,20,29,1.45,4.49,9,3,79901,912,住宅,简装,11954,1039798
肇庆,74.2,7.7,6,18,0.34,1.15,1,2,56667,977,住宅,精装,13675,1014670
河源,110.3,0.6,15,33,44.77,2.41,4,6,90792,885,住宅,豪装,3000,330942
东莞,118.7,0.7,28,34,21.35,2.55,5,0,79711,980,住宅,精装,18313,2173957
云浮,111.1,3.7,14,28,22.76,2.44,2,3,81785,508,住宅,精装,4099,455574
肇庆,68.7,5.0,16,24,2.77,1.19,6,1,127721,957,公寓,豪装,19297,1326232
阳江,73.5,2.7,23,28,5.42,0.57,1,2,96870,758,住宅,精装,9372,689123
河源,127.9,3.5,28,29,1.2,1.24,4,2,108724,921,住宅,精装,13545,1732972
中山,87.9,8.1,20,34,40.19,2.06,4,1,52272,780,别墅,精装,6574,577569
揭阳,146.8,12.2,17,32,1.64,1.17,4,5,79515,1246,住宅,毛坯,8354,1226187
湛江,112.6,4.3,14,30,12.09,1.84,7,4,97411,1095,住宅,简装,10232,1152496
珠海,131.4,21.4,1,3,8.3,0.26,3,3,77788,464,公寓,毛坯,17183,2258076
梅州,144.5,7.4,18,29,31.02,1.18,3,3,140765,729,别墅,毛坯,5094,736403
云浮,125.2,8.3,30,31,3.86,1.13,1,0,112067,226,住宅,简装,6501,813877
珠海,82.8,1.8,28,32,1.98,5.92,3,1,53152,635,住宅,简装,19928,1650583
揭阳,82.4,3.9,19,33,42.87,0.74,4,1,81347,801,公寓,精装,3000,247167
河源,109.1,15.0,30,32,11.12,2.73,3,4,88522,863,住宅,简装,4826,526632
阳江,58.3,6.0,8,9,4.25,1.0,4,3,90553,349,住宅,精装,8071,470784
河源,138.4,8.7,3,21,5.51,0.61,4,2,79802,661,住宅,精装,7223,999697
湛江,98.9,30.0,11,12,3.41,2.33,1,4,84023,1082,住宅,豪装,7491,741121
东莞,131.3,9.5,13,32,80.81,0.22,2,6,53458,203,公寓,毛坯,3000,393784
梅州,92.6,1.4,19,29,7.5,0.93,2,2,92279,531,别墅,简装,10823,1002808
揭阳,40.0,15.6,5,28,2.98,0.51,3,1,92385,421,别墅,毛坯,7267,290698
汕头,66.6,13.3,27,31,3.11,2.36,2,2,96656,660,住宅,精装,9289,618370
江门,59.2,4.1,23,30,3.99,1.24,2,1,110705,603,住宅,精装,16348,967636
韶关,100.8,2.0,22,26,5.21,0.0,2,1,52561,993,住宅,简装,7681,774643
清远,64.5,2.0,25,30,7.96,1.29,3,0,80431,870,住宅,精装,9507,613537
云浮,75.3,10.5,25,26,33.66,0.32,4,2,92774,801,公寓,精装,3000,226027
云浮,117.5,8.6,2,34,9.24,2.45,4,2,96089,710,住宅,精装,6468,760246
深圳,122.1,13.8,10,19,22.85,0.19,1,0,54572,100,住宅,简装,23046,2813488
肇庆,40.0,1.7,19,27,16.79,3.53,3,0,76391,627,住宅,毛坯,6955,278227
惠州,112.8,2.4,30,33,1.49,2.93,1,4,66846,844,公寓,精装,17117,1931282
汕尾,154.4,4.6,26,33,36.41,0.36,2,1,89292,600,住宅,精装,3365,519546
东莞,70.1,3.1,5,33,1.75,3.7,1,1,53952,516,住宅,简装,20504,1438045
肇庆,134.2,19.5,16,29,33.83,0.13,6,2,51317,1151,住宅,精装,4242,569506
云浮,62.4,11.1,16,32,22.1,0.52,2,0,91501,1083,别墅,简装,5317,331735
中山,40.0,1.6,28,32,19.35,0.32,4,2,53225,883,公寓,毛坯,12459,498367
中山,76.2,12.8,30,34,6.58,0.45,6,1,112150,964,住宅,简装,27821,2119586
河源,40.0,2.8,9,17,1.22,0.85,7,3,84223,684,公寓,简装,8643,345745
阳江,96.3,2.6,29,32,21.73,8.49,4,2,108075,647,公寓,精装,3933,378690
韶关,76.1,8.0,28,30,26.73,3.58,2,5,85634,603,公寓,简装,3077,234120
惠州,104.7,0.9,15,23,16.29,0.07,3,3,103964,784,住宅,精装,17066,1786164
汕尾,69.3,7.2,9,18,7.63,2.89,4,1,92969,1158,住宅,精装,8711,603754
广州,107.9,2.5,13,34,6.98,5.98,1,2,87336,1291,住宅,毛坯,33902,3657436
韶关,130.2,15.0,29,31,7.41,1.61,4,1,98453,848,别墅,简装,11157,1452920
江门,62.8,2.2,30,34,42.09,0.85,0,1,72965,868,住宅,精装,3000,188470
肇庆,109.6,10.1,28,31,17.74,0.07,5,0,59885,1164,公寓,精装,7382,809105
惠州,68.0,7.6,22,33,10.64,1.05,2,1,66389,577,住宅,精装,15384,1045817
潮州,108.0,1.4,28,29,14.31,2.83,5,0,87548,702,公寓,毛坯,4771,515397
江门,116.4,8.6,23,32,14.33,3.18,2,2,123669,320,公寓,精装,9268,1079152
东莞,134.4,0.6,12,32,2.49,0.32,3,1,94981,515,公寓,精装,33629,4518446
梅州,59.9,12.4,20,20,3.78,1.27,3,0,82937,519,住宅,毛坯,5002,299614
河源,58.3,10.7,17,25,17.8,2.37,4,3,61295,809,别墅,精装,7352,428541
阳江,85.2,5.8,26,26,3.07,0.22,1,1,69303,1002,公寓,精装,7127,606998
清远,82.6,4.0,22,30,67.5,1.84,3,5,86353,706,别墅,简装,3000,247873
揭阳,100.3,0.9,20,34,89.29,0.07,3,4,104610,879,公寓,简装,3000,300959
广州,114.4,2.8,14,22,4.61,6.82,3,2,68211,1193,别墅,简装,60840,6959995
茂名,97.8,4.7,11,28,33.17,1.26,1,3,51979,1341,住宅,毛坯,3013,294798
肇庆,103.6,5.9,24,31,0.55,1.1,2,2,76130,1100,住宅,简装,15436,1598724
中山,91.2,0.2,24,32,22.41,2.83,2,1,85799,768,公寓,精装,11906,1085688
广州,95.4,30.0,17,20,4.76,0.98,6,2,105345,995,住宅,精装,46280,4413448
深圳,42.0,4.7,15,20,1.8,1.25,4,4,94317,662,住宅,毛坯,58324,2450251
广州,96.9,12.5,17,28,11.13,1.04,3,4,70330,880,住宅,精装,38171,3699695
广州,81.5,2.8,12,17,9.18,5.49,2,2,83073,615,公寓,毛坯,26172,2132720
江门,86.6,0.9,28,34,17.42,3.11,5,2,76388,898,住宅,精装,12560,1087863
汕尾,101.1,8.1,3,25,1.86,2.65,3,1,53260,949,住宅,精装,8667,876373
广州,104.9,1.3,4,29,2.14,6.03,1,1,68034,561,住宅,精装,38177,4003712
汕尾,107.3,12.9,18,21,17.96,4.34,1,2,38694,612,住宅,精装,3918,420453
揭阳,58.0,2.4,24,27,3.12,2.58,5,1,130450,956,住宅,毛坯,8085,468832
湛江,101.9,18.0,22,27,23.76,0.44,2,1,73126,303,住宅,简装,3132,319180
深圳,98.0,9.1,2,31,20.96,0.54,1,2,94822,971,住宅,精装,46172,4523188
韶关,117.4,4.3,7,28,7.85,1.59,3,2,118608,481,住宅,精装,7258,851993
湛江,122.4,18.8,19,21,14.3,2.56,5,0,95432,606,公寓,豪装,7360,901169
河源,113.7,11.9,30,32,7.29,0.23,2,3,71440,759,公寓,精装,7288,829085
中山,80.7,0.3,7,28,5.16,0.72,2,2,85666,1044,公寓,豪装,27035,2181475
阳江,107.8,10.7,13,26,14.13,0.05,4,2,75284,710,公寓,简装,7011,756035
深圳,64.0,6.3,19,27,14.84,0.1,4,1,90086,514,公寓,简装,43491,2785607
茂名,40.0,3.6,5,31,13.92,1.26,3,1,52944,958,住宅,精装,6655,266232
梅州,95.7,1.7,8,15,26.01,0.87,5,1,89800,1060,住宅,简装,4194,401484
东莞,92.4,17.1,28,28,5.67,1.01,4,2,108896,1011,别墅,简装,35172,3248809
肇庆,100.8,0.8,17,22,0.16,0.66,1,2,82270,862,住宅,毛坯,10998,1109046
惠州,87.6,0.6,2,6,5.72,0.01,4,0,97609,524,别墅,精装,33049,2895114
珠海,78.9,3.1,12,25,9.83,0.37,6,3,83687,1011,住宅,毛坯,32070,2530148
韶关,93.2,4.3,8,25,33.33,3.74,1,1,93769,706,住宅,豪装,3027,282116
江门,91.5,1.4,17,18,3.34,1.49,2,3,69176,909,公寓,豪装,18463,1688674
韶关,91.8,0.5,4,28,2.88,1.94,3,2,69812,1114,别墅,简装,14046,1288840
江门,100.8,5.6,17,23,26.76,2.8,6,1,68813,833,住宅,毛坯,5880,593006
湛江,67.8,7.4,22,31,20.07,0.95,8,2,78755,1293,公寓,精装,5371,364091
江门,85.2,0.2,25,28,13.18,0.2,1,0,70198,1118,住宅,精装,16612,1415184
中山,67.1,1.4,11,33,15.06,3.56,6,2,91657,481,住宅,豪装,15743,1055731
梅州,100.8,6.1,13,27,10.94,1.86,4,3,40871,882,公寓,精装,5072,511232
肇庆,140.8,18.9,26,33,16.44,0.38,1,1,89988,1197,住宅,简装,7609,1071177
肇庆,113.5,2.7,1,12,8.55,0.49,3,3,80963,1098,住宅,精装,16713,1896168
中山,129.7,1.7,21,26,3.92,3.2,2,0,91252,282,住宅,简装,16318,2116852
揭阳,117.5,4.2,20,31,1.4,0.99,2,0,71572,664,住宅,简装,7329,861413
阳江,86.0,9.0,15,16,18.4,3.41,3,1,79870,841,住宅,精装,4695,403979
湛江,66.1,8.6,18,24,11.36,1.03,3,2,85285,419,住宅,毛坯,5529,365432
惠州,91.1,18.3,17,20,9.05,3.1,1,2,58800,880,公寓,毛坯,8004,729560
揭阳,49.8,5.6,5,7,22.11,1.63,2,1,108999,469,住宅,简装,3632,181083
清远,63.9,6.6,13,32,6.78,0.2,3,1,97630,1071,公寓,简装,8501,543649
汕头,90.3,2.0,5,12,35.04,0.5,1,2,84082,1483,公寓,毛坯,3059,276146
韶关,108.8,1.9,2,29,21.79,0.08,2,2,84192,162,住宅,精装,3986,433655
珠海,106.3,2.8,9,19,7.75,5.05,2,0,81927,899,住宅,简装,22918,2437264
江门,40.0,10.5,24,30,34.41,0.38,6,0,75004,1177,别墅,简装,8178,327129
茂名,75.9,7.8,13,25,19.8,1.33,2,1,75745,566,住宅,毛坯,4641,352054
河源,111.1,2.9,25,25,76.79,2.65,4,2,80271,580,住宅,豪装,3000,333396
惠州,129.1,6.8,16,34,8.51,1.06,2,3,102279,780,住宅,简装,19914,2570041
中山,40.0,11.1,1,16,3.56,3.62,1,2,86939,966,住宅,精装,16393,655734
梅州,78.4,3.2,30,34,0.35,0.38,1,0,86234,198,公寓,毛坯,5121,401683
梅州,120.3,0.4,15,34,1.55,1.79,2,3,84332,545,住宅,简装,8019,964869
汕尾,65.3,17.6,17,34,13.64,8.73,3,2,84368,672,住宅,简装,3671,239687
汕尾,80.7,13.8,23,24,16.54,1.61,5,2,118244,435,住宅,简装,4643,374757
潮州,97.5,27.9,1,13,6.16,0.96,4,2,97656,998,住宅,简装,6026,587353
潮州,80.1,5.8,26,28,40.4,0.6,2,3,92263,996,住宅,简装,3000,240420
河源,48.4,0.5,28,33,6.19,1.18,2,0,112898,238,公寓,精装,6966,337011
汕头,103.0,0.3,8,11,18.78,1.07,1,3,53930,811,住宅,精装,7653,788569
汕尾,103.7,17.7,1,24,16.76,1.6,4,2,55914,758,公寓,简装,4049,419994
肇庆,99.8,5.7,25,32,16.31,0.2,2,3,58425,797,住宅,毛坯,7254,724332
云浮,78.8,2.7,15,20,17.06,0.04,3,2,67815,749,公寓,毛坯,3925,309200
潮州,103.6,11.8,3,32,27.81,2.19,1,4,83738,1029,住宅,豪装,4526,468785
梅州,40.0,9.8,5,20,1.06,4.63,2,3,65556,398,住宅,精装,5770,230826
中山,165.6,13.9,17,30,27.66,2.11,1,3,30000,795,住宅,毛坯,6037,999840
韶关,128.2,14.9,6,25,9.89,1.61,3,2,78835,988,住宅,精装,7796,999811
中山,97.2,6.2,9,22,46.23,3.29,1,2,57970,775,住宅,简装,3000,291602
潮州,44.6,16.4,21,33,8.74,1.52,2,0,98261,695,住宅,精装,6378,284328
佛山,109.8,16.1,15,15,31.54,0.17,4,4,67325,1059,公寓,简装,7020,770974
江门,108.9,0.5,4,15,10.9,0.69,2,2,81842,1087,住宅,毛坯,13927,1517120
珠海,135.1,22.6,7,28,3.15,1.92,4,2,106246,819,住宅,简装,29877,4035193
茂名,80.1,10.0,8,19,17.46,1.25,2,3,72623,1005,住宅,简装,6024,482852
潮州,109.4,4.2,12,29,6.08,4.1,2,1,47915,936,住宅,简装,5302,579889
珠海,72.7,10.0,26,34,106.27,0.64,2,0,58251,810,住宅,精装,3000,218147
阳江,40.0,2.4,9,11,10.15,0.1,3,2,80400,944,住宅,豪装,10777,431119
广州,90.1,1.3,7,31,5.76,1.14,2,3,81985,100,公寓,简装,31411,2828840
湛江,86.2,17.2,21,24,26.9,0.93,2,1,60811,662,住宅,简装,3000,258744
梅州,174.6,1.7,10,13,6.15,2.65,4,2,65012,518,住宅,毛坯,5304,926293
东莞,85.0,15.2,30,30,38.89,0.11,1,4,54466,911,住宅,精装,5568,473190
云浮,106.2,0.8,11,31,1.19,2.13,2,1,94163,1010,公寓,毛坯,6674,708591
揭阳,52.3,5.3,27,27,20.14,0.84,2,0,65109,649,住宅,豪装,4511,236109
佛山,98.7,6.1,27,29,2.8,0.33,4,2,77079,1072,住宅,精装,27227,2686605
汕头,63.5,6.6,14,29,12.78,1.0,4,4,54433,1140,住宅,简装,6930,439827
梅州,57.1,8.5,6,28,18.07,2.2,3,1,104452,845,住宅,毛坯,4260,243187
揭阳,111.5,4.8,29,29,2.47,1.23,5,5,99128,800,住宅,精装,9728,1084384
中山,112.8,0.2,1,10,22.97,2.41,1,3,90332,1195,公寓,精装,13223,1491431
东莞,117.4,11.6,6,33,76.13,2.95,6,1,98319,345,公寓,精装,3000,352235
潮州,40.0,0.5,25,26,5.72,2.06,3,2,101388,387,住宅,精装,7269,290780
江门,64.6,9.0,20,21,10.67,0.73,4,2,75847,1013,住宅,精装,14439,932210
汕头,53.2,7.6,18,22,7.12,1.17,3,2,115781,191,公寓,毛坯,5755,305931
云浮,123.8,9.4,14,28,19.54,0.72,2,1,102270,1118,公寓,精装,5962,738092
深圳,66.7,11.0,17,19,5.9,0.07,2,1,101546,1423,住宅,简装,68748,4585186
汕头,120.3,30.0,1,12,15.61,4.18,4,0,78273,834,别墅,精装,7171,862583
深圳,82.3,2.4,4,20,31.68,2.59,5,3,103574,1271,住宅,豪装,42079,3464895
阳江,120.3,8.9,23,28,27.5,0.09,3,2,84556,872,住宅,精装,4598,553373
深圳,99.2,0.8,28,31,25.31,1.54,4,1,60933,757,住宅,精装,41029,4072118
汕头,117.4,2.7,7,26,6.69,3.65,1,2,97292,970,公寓,精装,11131,1306610
韶关,136.3,6.6,6,14,0.76,1.37,6,0,85160,1072,住宅,简装,9434,1285691
湛江,65.7,6.3,3,11,15.16,0.34,2,5,78083,980,住宅,精装,9596,630595
茂名,63.1,6.8,18,32,15.62,0.18,2,2,53171,829,住宅,精装,5950,375323
潮州,82.7,3.6,24,31,3.6,3.32,1,2,77514,682,住宅,毛坯,6912,571512
潮州,70.5,19.5,28,28,6.43,0.86,2,2,110153,713,住宅,豪装,6839,481856
梅州,130.1,3.2,25,29,6.14,3.13,5,1,92644,718,公寓,毛坯,6692,870417
珠海,110.7,11.2,4,12,18.96,0.7,2,0,83649,1437,住宅,毛坯,21865,2420540
汕尾,111.8,5.7,12,30,7.5,1.96,2,1,82066,1004,住宅,精装,10072,1125706
中山,122.2,4.3,16,20,7.8,2.56,4,1,84918,738,住宅,精装,20913,2555036
肇庆,86.1,0.6,12,16,31.39,0.83,5,1,87580,1049,住宅,毛坯,5513,474520
云浮,107.7,0.7,10,15,10.05,2.13,5,1,50927,462,别墅,简装,8227,885824
阳江,146.4,16.3,13,22,63.4,4.74,9,2,84291,731,别墅,简装,3000,439184
广州,71.4,20.5,27,33,7.32,0.86,2,4,87027,1379,住宅,毛坯,28645,2046373
珠海,121.3,22.5,10,17,12.41,1.54,3,1,60734,993,住宅,精装,19215,2331069
肇庆,61.1,2.5,6,12,32.56,2.91,1,3,82736,1142,住宅,毛坯,4633,283023
汕头,74.0,12.7,28,33,51.9,0.19,2,0,51991,1264,住宅,毛坯,3000,222090
清远,73.8,1.2,3,16,6.24,1.25,4,6,84583,684,公寓,毛坯,8609,634980
茂名,71.7,2.7,16,31,2.22,0.16,3,3,85141,655,公寓,毛坯,7656,548716
梅州,132.8,3.4,4,6,35.36,0.14,4,2,67166,1305,公寓,精装,3173,421509
河源,110.0,13.7,20,27,3.26,3.43,5,4,79845,294,住宅,精装,5877,646699
河源,160.5,2.3,2,29,3.97,4.0,5,1,85235,378,住宅,简装,6915,1109876
深圳,95.2,1.6,24,27,10.61,0.85,6,2,66549,863,公寓,毛坯,56335,5361282
佛山,76.7,9.1,29,32,2.68,1.45,3,2,112386,808,住宅,毛坯,23125,1772974
佛山,40.0,1.7,28,33,12.54,1.83,6,1,94639,1110,住宅,简装,21945,877836
韶关,72.7,4.8,3,17,64.76,1.29,3,1,120371,1050,住宅,毛坯,3000,217962
汕尾,109.2,3.3,8,33,10.62,4.7,1,1,90136,981,住宅,精装,6428,702034
江门,124.4,12.0,3,19,8.4,0.33,4,3,107828,1234,公寓,简装,17879,2224221
阳江,66.0,3.1,14,20,40.48,0.27,3,3,41420,859,住宅,毛坯,3000,197928
河源,117.3,14.8,15,22,26.84,2.55,6,2,96143,1141,住宅,精装,4265,500339
湛江,106.1,1.6,4,7,10.3,1.78,2,1,91730,1004,公寓,毛坯,8744,927773
揭阳,130.8,0.4,3,5,1.2,1.74,4,0,56823,907,住宅,精装,9566,1251031
深圳,54.8,1.8,18,19,4.46,0.67,5,2,59511,1315,住宅,简装,67772,3714331
湛江,58.0,8.5,19,33,6.6,0.01,0,3,65145,839,住宅,简装,9608,557480
韶关,103.5,30.0,2,31,21.86,0.6,0,2,72786,962,住宅,精装,3000,310504
东莞,133.4,2.8,13,18,16.76,0.18,3,1,30000,361,公寓,简装,12819,1710416
深圳,90.2,16.6,17,22,19.77,1.1,0,2,58960,772,住宅,精装,29878,2694662
珠海,142.5,9.8,25,31,13.6,3.28,4,1,58168,1044,住宅,简装,25142,3582789
佛山,88.3,0.8,12,26,18.19,0.93,3,2,80390,673,公寓,精装,17394,1536297
佛山,77.9,2.4,16,30,11.92,0.64,2,3,67671,1377,住宅,简装,24705,1924475
广州,125.1,1.7,2,24,4.29,2.67,4,4,69332,323,住宅,简装,42759,5347788
肇庆,154.0,7.6,29,33,0.64,0.16,4,3,90984,1284,公寓,简装,14375,2213614
梅州,95.8,10.6,10,12,12.49,0.78,3,2,93497,933,住宅,毛坯,5140,492603
